Neighborhood,Overall Qual,Year Built,Garage Area,TotalFullBath,Exter Qual,Kitchen Qual,Gr Liv Area,Foundation,Total Bsmt SF,Total Bath,Overall,Exter,Surface_sup,Renovation,Surface_sup_ext,Bsmt,Saleprice_m2_quartier,1st Flr SF,Full Bath,SalePrice,Garage,Renovation,Saleprice_med_quartier,Saleprice_mean_quartier
SawyerW,7,2003,478.0,2,8,Gd,1663,PConc,835.0,2.5,12,14,1313.0,18,0,20.0,115.75,835,2,192500,12.0,18,180000.0,184070
SawyerW,6,2005,0.0,2,6,Gd,1175,PConc,1175.0,2.0,11,12,1175.0,16,0,18.0,115.75,1175,1,146000,,16,180000.0,184070
SawyerW,5,2004,576.0,2,6,Gd,1114,PConc,1114.0,2.5,10,12,1690.0,18,0,14.0,115.75,1114,1,159000,12.0,18,180000.0,184070
SawyerW,6,2003,576.0,2,6,Gd,1114,PConc,1114.0,2.0,11,12,1690.0,18,0,16.0,115.75,1114,1,155000,12.0,18,180000.0,184070
SawyerW,6,2004,520.0,2,8,Gd,1640,PConc,798.0,2.5,11,14,1318.0,18,0,16.0,115.75,798,2,173000,12.0,18,180000.0,184070
SawyerW,7,2007,483.0,2,8,Gd,1162,PConc,1162.0,2.0,12,14,1645.0,15,0,18.0,115.75,1162,2,170000,12.0,15,180000.0,184070
SawyerW,6,1995,525.0,2,8,Gd,1609,PConc,754.0,2.5,11,14,1279.0,27,0,16.0,115.75,754,2,182000,12.0,27,180000.0,184070
SawyerW,6,1993,474.0,2,8,Gd,1680,PConc,886.0,3.0,11,14,1360.0,28,0,16.0,115.75,886,2,163000,12.0,28,180000.0,184070
SawyerW,6,1994,575.0,3,6,Gd,1679,PConc,1408.0,3.0,11,12,1983.0,24,0,16.0,115.75,1679,2,193500,12.0,24,180000.0,184070
SawyerW,7,1994,483.0,2,8,Gd,1657,PConc,832.0,2.5,12,14,1315.0,27,0,20.0,115.75,832,2,189000,12.0,27,180000.0,184070
SawyerW,6,2001,627.0,3,8,Gd,1677,PConc,827.0,3.5,11,14,1454.0,21,0,16.0,115.75,827,2,190500,12.0,21,180000.0,184070
SawyerW,7,1992,506.0,2,8,Gd,1737,PConc,836.0,3.0,12,14,1342.0,30,0,16.0,115.75,844,2,175000,12.0,30,180000.0,184070
SawyerW,6,1991,496.0,3,6,Gd,1294,CBlock,1278.0,3.0,11,12,1774.0,31,0,16.0,115.75,1294,2,179200,12.0,31,180000.0,184070
SawyerW,6,1993,506.0,2,8,Gd,1710,PConc,832.0,2.5,11,14,1338.0,29,0,16.0,115.75,832,2,187000,12.0,29,180000.0,184070
SawyerW,6,1993,533.0,3,8,Gd,1617,PConc,1604.0,3.0,11,14,2137.0,28,0,16.0,115.75,1617,2,193000,12.0,28,180000.0,184070
SawyerW,6,1993,530.0,2,8,Gd,1199,PConc,1199.0,2.0,11,14,1729.0,29,0,16.0,115.75,1199,2,153900,12.0,29,180000.0,184070
SawyerW,7,1990,514.0,3,6,Gd,2329,PConc,1475.0,3.5,12,12,1989.0,32,0,16.0,115.75,1532,2,262280,12.0,32,180000.0,184070
SawyerW,6,1995,614.0,2,8,Gd,2814,PConc,1077.0,3.0,11,14,1691.0,20,216,16.0,115.75,1093,2,260000,12.0,20,180000.0,184070
SawyerW,7,1994,534.0,3,8,Gd,1626,PConc,1602.0,3.5,12,14,2136.0,28,0,16.0,115.75,1626,2,226500,12.0,28,180000.0,184070
SawyerW,7,1993,453.0,2,8,Gd,2200,PConc,812.0,2.5,12,14,1265.0,28,0,16.0,115.75,1101,2,225000,12.0,28,180000.0,184070
SawyerW,7,1996,472.0,2,8,Gd,2037,PConc,672.0,2.5,12,14,1144.0,26,0,20.0,115.75,1302,2,229000,12.0,26,180000.0,184070
SawyerW,7,1993,678.0,2,8,Gd,2097,PConc,1080.0,3.0,12,14,1758.0,29,0,16.0,115.75,1080,2,228000,12.0,29,180000.0,184070
SawyerW,8,1995,811.0,3,8,Gd,1511,PConc,1401.0,3.0,13,14,2212.0,27,0,22.0,115.75,1511,2,225000,12.0,27,180000.0,184070
SawyerW,6,2006,0.0,1,6,TA,1100,PConc,1100.0,1.5,11,12,1100.0,15,0,16.0,115.75,1100,1,146000,,15,180000.0,184070
SawyerW,7,2006,0.0,1,8,Gd,1143,PConc,1143.0,1.5,12,14,1143.0,16,0,18.0,115.75,1143,1,147000,,16,180000.0,184070
SawyerW,5,2003,576.0,2,8,Gd,1094,PConc,1094.0,2.0,10,14,1670.0,18,0,16.0,115.75,1094,1,149000,12.0,18,180000.0,184070
SawyerW,7,2006,566.0,2,8,Gd,1486,PConc,1461.0,2.0,12,14,2027.0,16,0,16.0,115.75,1486,2,181000,12.0,16,180000.0,184070
SawyerW,6,1994,471.0,2,8,Gd,1721,PConc,928.0,3.0,11,16,1399.0,28,0,18.0,115.75,936,2,201000,12.0,28,180000.0,184070
SawyerW,6,1993,492.0,2,8,Gd,1820,PConc,864.0,2.5,11,14,1356.0,25,0,16.0,115.75,920,2,191750,12.0,25,180000.0,184070
SawyerW,7,2000,539.0,2,6,TA,1349,PConc,1349.0,2.0,12,12,1888.0,21,0,16.0,115.75,1349,2,179000,12.0,21,180000.0,184070
SawyerW,7,1998,514.0,3,8,Gd,1494,PConc,1482.0,3.0,12,14,1996.0,24,0,22.0,115.75,1494,2,215000,12.0,24,180000.0,184070
SawyerW,6,1992,529.0,3,8,Gd,1575,PConc,1575.0,3.0,11,14,2104.0,30,52,16.0,115.75,1575,2,179200,12.0,30,180000.0,184070
SawyerW,6,1980,283.0,1,6,TA,1266,CBlock,630.0,1.5,11,12,913.0,42,0,14.0,115.75,630,1,128000,12.0,42,180000.0,184070
SawyerW,5,1983,504.0,2,6,Gd,884,CBlock,840.0,2.0,12,12,1344.0,39,0,20.0,115.75,884,1,144000,14.0,39,180000.0,184070
SawyerW,5,1977,630.0,2,6,TA,2020,Slab,0.0,2.0,10,12,630.0,45,0,14.0,115.75,2020,2,144000,12.0,45,180000.0,184070
SawyerW,6,1984,515.0,2,6,Gd,1822,CBlock,1105.0,2.0,11,12,1620.0,38,1012,14.0,115.75,1105,2,228500,12.0,38,180000.0,184070
SawyerW,7,1990,719.0,3,8,Gd,1442,PConc,910.0,3.0,12,14,1629.0,31,0,18.0,115.75,1442,2,179900,12.0,31,180000.0,184070
SawyerW,7,1990,746.0,3,8,Gd,2243,CBlock,700.0,3.5,12,14,1446.0,31,224,16.0,115.75,1122,2,225000,12.0,31,180000.0,184070
SawyerW,7,1986,576.0,3,8,Gd,2730,CBlock,1502.0,3.5,12,14,2078.0,35,0,20.0,115.75,1553,2,301000,12.0,35,180000.0,184070
SawyerW,7,1991,833.0,3,8,Gd,2127,PConc,1104.0,3.5,12,14,1937.0,31,224,20.0,115.75,912,2,238000,12.0,31,180000.0,184070
SawyerW,7,1989,575.0,2,8,Gd,1982,CBlock,807.0,2.5,13,14,1382.0,33,0,20.0,115.75,1175,2,228500,12.0,33,180000.0,184070
SawyerW,7,1994,499.0,3,8,Gd,1958,PConc,779.0,3.5,12,16,1278.0,21,0,18.0,115.75,1029,2,220000,12.0,21,180000.0,184070
SawyerW,7,1988,454.0,3,8,TA,2062,CBlock,1157.0,3.5,12,14,1611.0,33,154,22.0,115.75,1180,2,277000,12.0,33,180000.0,184070
SawyerW,7,1988,619.0,3,8,Gd,1873,PConc,929.0,3.5,12,14,1548.0,34,144,16.0,115.75,946,2,207000,12.0,34,180000.0,184070
SawyerW,6,2005,0.0,1,6,Gd,1142,PConc,1142.0,1.5,11,12,1142.0,17,0,16.0,115.75,1142,1,139500,,17,180000.0,184070
SawyerW,7,2005,612.0,2,8,Gd,1400,PConc,1400.0,2.0,12,14,2012.0,16,0,20.0,115.75,1400,2,186800,12.0,16,180000.0,184070
SawyerW,6,2005,0.0,1,6,Gd,1131,PConc,1131.0,1.5,11,12,1131.0,16,0,16.0,115.75,1131,1,132000,,16,180000.0,184070
SawyerW,6,2005,484.0,1,8,TA,1141,PConc,1141.0,1.5,11,14,1625.0,17,0,16.0,115.75,1141,1,142500,12.0,17,180000.0,184070
SawyerW,6,2004,576.0,2,6,Gd,1158,PConc,1158.0,2.5,11,12,1734.0,18,0,16.0,115.75,1158,1,158000,12.0,18,180000.0,184070
SawyerW,7,2005,462.0,2,8,Gd,1686,PConc,891.0,2.5,12,14,1353.0,17,0,16.0,115.75,891,2,184000,12.0,17,180000.0,184070
SawyerW,7,2005,449.0,2,8,Gd,1585,PConc,784.0,2.5,12,14,1233.0,17,0,16.0,115.75,831,2,184900,12.0,17,180000.0,184070
SawyerW,6,1997,688.0,2,6,TA,1837,PConc,941.0,2.5,11,12,1629.0,24,0,16.0,115.75,941,2,187000,12.0,24,180000.0,184070
SawyerW,6,1992,484.0,2,8,Gd,1603,PConc,761.0,2.5,11,16,1245.0,30,0,16.0,115.75,810,2,175900,12.0,30,180000.0,184070
SawyerW,6,1992,462.0,3,8,Gd,1731,PConc,836.0,3.5,11,14,1298.0,29,224,16.0,115.75,844,2,248500,12.0,29,180000.0,184070
SawyerW,6,1990,542.0,3,8,Gd,1398,PConc,1398.0,3.0,11,14,1940.0,31,0,16.0,115.75,1398,2,172000,12.0,31,180000.0,184070
SawyerW,6,1991,484.0,2,8,Gd,1217,PConc,1217.0,2.0,11,14,1701.0,31,0,16.0,115.75,1217,2,151000,12.0,31,180000.0,184070
SawyerW,6,1994,472.0,2,6,Gd,1320,PConc,636.0,2.5,11,12,1108.0,28,0,16.0,115.75,636,2,150000,12.0,28,180000.0,184070
SawyerW,4,1966,384.0,2,6,TA,1056,CBlock,1056.0,2.0,8,12,1440.0,56,0,14.0,115.75,1056,1,107000,12.0,56,180000.0,184070
SawyerW,5,1965,300.0,2,6,TA,965,CBlock,828.0,2.0,10,12,1128.0,57,0,14.0,115.75,965,1,119900,12.0,57,180000.0,184070
SawyerW,6,1985,403.0,3,8,Gd,1298,CBlock,1298.0,3.0,11,14,1701.0,37,0,16.0,115.75,1298,2,180000,12.0,37,180000.0,184070
SawyerW,6,1989,506.0,2,8,Ex,2559,CBlock,868.0,2.5,10,14,1374.0,33,168,16.0,115.75,1313,2,209000,12.0,33,180000.0,184070
SawyerW,8,1993,471.0,2,8,Gd,1911,PConc,777.0,2.5,13,14,1248.0,28,0,16.0,115.75,1065,2,215000,12.0,28,180000.0,184070
SawyerW,6,1993,920.0,4,8,Gd,1440,PConc,1344.0,4.0,14,16,2264.0,29,0,20.0,115.75,1440,2,224500,12.0,29,180000.0,184070
SawyerW,8,1992,506.0,3,8,Gd,1915,PConc,908.0,3.5,13,14,1414.0,30,0,18.0,115.75,927,2,220000,12.0,30,180000.0,184070
Sawyer,6,1978,539.0,2,6,TA,1902,Slab,0.0,2.0,11,12,539.0,44,0,14.0,124.52,1318,2,112000,12.0,44,135000.0,136751
Sawyer,5,1961,576.0,2,6,Gd,1155,CBlock,1109.0,2.0,12,12,1685.0,27,0,18.0,124.52,1155,1,148000,12.0,27,135000.0,136751
Sawyer,5,1965,336.0,2,6,TA,894,CBlock,894.0,2.0,13,14,1230.0,13,0,14.0,124.52,894,1,138500,12.0,13,135000.0,136751
Sawyer,5,1967,280.0,1,6,TA,900,CBlock,882.0,1.0,10,14,1162.0,55,0,14.0,124.52,900,1,122000,12.0,55,135000.0,136751
Sawyer,5,1963,308.0,2,6,TA,1040,CBlock,1040.0,2.5,10,12,1348.0,59,220,14.0,124.52,1040,1,133000,12.0,59,135000.0,136751
Sawyer,5,1962,260.0,2,6,TA,1040,CBlock,1040.0,2.5,13,14,1300.0,12,0,14.0,124.52,1040,1,127000,12.0,12,135000.0,136751
Sawyer,6,1974,461.0,3,6,TA,1494,CBlock,1208.0,3.0,12,14,1669.0,20,186,20.0,124.52,1494,2,169000,12.0,20,135000.0,136751
Sawyer,6,1976,475.0,2,8,Gd,1479,CBlock,725.0,2.5,14,14,1200.0,17,0,14.0,124.52,725,2,130500,12.0,17,135000.0,136751
Sawyer,5,1875,0.0,1,6,TA,1020,CBlock,780.0,1.0,13,14,780.0,26,176,14.0,124.52,780,1,94000,,26,135000.0,136751
Sawyer,4,1967,0.0,4,4,TA,1832,CBlock,1832.0,4.0,7,8,1832.0,55,0,14.0,124.52,1832,2,136000,,55,135000.0,136751
Sawyer,4,1968,0.0,2,6,TA,1768,CBlock,1768.0,2.0,9,12,1768.0,54,0,14.0,124.52,1768,2,136500,,54,135000.0,136751
Sawyer,5,1965,504.0,2,6,TA,1039,PConc,1039.0,2.5,9,12,1543.0,57,0,16.0,124.52,1039,1,131500,12.0,57,135000.0,136751
Sawyer,5,1957,528.0,2,6,TA,1392,CBlock,1392.0,2.5,11,12,1920.0,26,95,16.0,124.52,1392,1,121500,12.0,26,135000.0,136751
Sawyer,5,1967,336.0,1,6,TA,912,CBlock,912.0,1.0,10,12,1248.0,55,0,14.0,124.52,912,1,125000,12.0,55,135000.0,136751
Sawyer,5,1968,270.0,2,6,Gd,1060,CBlock,1060.0,2.0,13,14,1330.0,21,0,16.0,124.52,1060,1,154000,12.0,21,135000.0,136751
Sawyer,5,1966,416.0,2,6,Gd,892,CBlock,864.0,2.0,12,12,1280.0,14,0,16.0,124.52,892,1,137900,12.0,14,135000.0,136751
Sawyer,6,1969,299.0,1,6,TA,1352,CBlock,663.0,1.5,13,12,962.0,53,0,14.0,124.52,663,1,158000,12.0,53,135000.0,136751
Sawyer,5,1968,280.0,2,6,TA,864,CBlock,864.0,2.0,10,12,1144.0,54,0,14.0,124.52,864,1,137250,12.0,54,135000.0,136751
Sawyer,5,1978,591.0,2,6,TA,1373,CBlock,1319.0,2.0,10,12,1910.0,44,0,20.0,124.52,1373,1,160250,12.0,44,135000.0,136751
Sawyer,5,1968,480.0,1,6,TA,1440,CBlock,720.0,1.5,10,14,1200.0,54,0,16.0,124.52,720,1,163000,12.0,54,135000.0,136751
Sawyer,6,1978,440.0,2,6,TA,1386,CBlock,672.0,2.5,11,12,1112.0,44,0,16.0,124.52,672,2,158900,12.0,44,135000.0,136751
Sawyer,4,1927,440.0,1,6,TA,756,BrkTil,660.0,1.0,8,12,1100.0,72,0,12.0,124.52,756,1,85000,12.0,72,135000.0,136751
Sawyer,4,1950,436.0,2,6,Gd,1067,CBlock,1067.0,2.0,11,12,1503.0,27,0,16.0,124.52,1067,2,128000,12.0,27,135000.0,136751
Sawyer,5,1962,400.0,2,6,TA,980,CBlock,980.0,2.0,10,12,1380.0,60,0,14.0,124.52,980,1,110000,12.0,60,135000.0,136751
Sawyer,5,1977,484.0,1,6,TA,980,CBlock,980.0,1.0,11,12,1464.0,45,0,14.0,124.52,980,1,135000,12.0,45,135000.0,136751
Sawyer,5,1961,732.0,2,6,TA,864,CBlock,864.0,2.0,11,12,1596.0,61,0,14.0,124.52,864,1,141000,12.0,61,135000.0,136751
Sawyer,5,1961,440.0,1,6,TA,864,CBlock,864.0,1.0,10,12,1304.0,61,0,14.0,124.52,864,1,122000,12.0,61,135000.0,136751
Sawyer,5,1965,288.0,2,6,TA,1020,CBlock,1024.0,2.0,10,12,1312.0,57,0,14.0,124.52,1020,2,124100,12.0,57,135000.0,136751
Sawyer,5,1963,300.0,2,8,Gd,912,CBlock,912.0,2.0,13,16,1212.0,27,0,14.0,124.52,912,1,129000,12.0,27,135000.0,136751
Sawyer,5,1961,264.0,2,6,TA,1144,CBlock,864.0,2.0,11,12,1128.0,39,0,14.0,124.52,1144,1,131400,12.0,39,135000.0,136751
Sawyer,5,1965,360.0,1,6,TA,864,CBlock,864.0,1.0,10,12,1224.0,57,236,14.0,124.52,864,1,62383,12.0,57,135000.0,136751
Sawyer,5,1962,252.0,1,6,TA,912,CBlock,912.0,1.5,11,12,1164.0,60,0,14.0,124.52,912,1,123000,12.0,60,135000.0,136751
Sawyer,4,1976,490.0,3,6,TA,1620,CBlock,1281.0,3.0,8,12,1771.0,29,0,14.0,124.52,1620,2,150000,12.0,29,135000.0,136751
Sawyer,4,1946,220.0,1,6,Fa,704,CBlock,560.0,1.5,13,14,780.0,21,24,12.0,124.52,704,1,88750,12.0,21,135000.0,136751
Sawyer,5,1963,480.0,2,6,TA,1464,CBlock,520.0,2.5,11,12,1000.0,23,100,20.0,124.52,1464,2,175000,12.0,23,135000.0,136751
Sawyer,5,1963,480.0,2,6,TA,1121,PConc,1121.0,2.0,11,12,1601.0,59,0,14.0,124.52,1121,1,139000,12.0,59,135000.0,136751
Sawyer,6,1978,440.0,2,6,TA,1683,CBlock,918.0,2.5,11,12,1358.0,44,0,14.0,124.52,918,2,172500,12.0,44,135000.0,136751
Sawyer,5,1967,668.0,1,6,TA,1052,CBlock,1052.0,1.5,11,12,1720.0,55,0,14.0,124.52,1052,1,113500,12.0,55,135000.0,136751
Sawyer,5,1967,288.0,1,6,Gd,899,PConc,864.0,1.0,12,12,1152.0,18,0,14.0,124.52,899,1,130000,12.0,18,135000.0,136751
Sawyer,6,1978,504.0,1,6,TA,1034,CBlock,456.0,1.5,11,12,960.0,44,0,22.0,124.52,1034,1,149900,12.0,44,135000.0,136751
Sawyer,5,1982,576.0,2,6,TA,858,CBlock,858.0,2.0,10,12,1434.0,40,0,20.0,124.52,858,1,134900,12.0,40,135000.0,136751
Sawyer,5,1982,528.0,2,6,TA,860,CBlock,840.0,2.0,11,12,1368.0,40,0,18.0,124.52,860,1,137000,12.0,40,135000.0,136751
Sawyer,5,1962,288.0,1,6,TA,1092,CBlock,1092.0,1.5,10,12,1380.0,60,144,14.0,124.52,1092,1,139000,12.0,60,135000.0,136751
Sawyer,5,1961,384.0,2,6,TA,1774,CBlock,552.0,2.0,10,12,936.0,61,0,16.0,124.52,904,2,165000,12.0,61,135000.0,136751
Sawyer,6,1960,480.0,1,6,TA,1138,CBlock,1138.0,1.5,11,12,1618.0,62,140,18.0,124.52,1138,1,148000,12.0,62,135000.0,136751
Sawyer,2,1947,0.0,1,6,Fa,660,Slab,0.0,1.0,4,12,0.0,72,100,14.0,124.52,660,1,63900,,72,135000.0,136751
Sawyer,5,1963,384.0,2,6,TA,984,PConc,984.0,2.0,10,12,1368.0,59,0,16.0,124.52,984,1,128000,12.0,59,135000.0,136751
Sawyer,5,1962,352.0,2,6,TA,912,CBlock,912.0,2.0,11,12,1264.0,60,176,14.0,124.52,912,1,144000,12.0,60,135000.0,136751
Sawyer,5,1961,420.0,2,6,Gd,864,CBlock,864.0,2.0,13,14,1284.0,15,0,14.0,124.52,864,1,135000,12.0,15,135000.0,136751
Sawyer,5,1968,308.0,2,6,TA,890,CBlock,890.0,2.0,10,12,1198.0,54,0,14.0,124.52,890,1,115000,12.0,54,135000.0,136751
Sawyer,5,1963,276.0,1,6,TA,864,CBlock,864.0,1.0,10,12,1140.0,59,0,18.0,124.52,864,1,119916,12.0,59,135000.0,136751
Sawyer,6,1961,288.0,2,6,Gd,912,CBlock,912.0,2.5,14,14,1200.0,26,0,16.0,124.52,912,1,142000,12.0,26,135000.0,136751
Sawyer,5,1972,490.0,2,6,TA,1641,CBlock,1001.0,2.0,9,14,1491.0,50,92,16.0,124.52,1001,2,140000,12.0,50,135000.0,136751
Sawyer,5,1947,240.0,1,8,TA,1054,CBlock,1046.0,1.0,11,14,1286.0,29,122,14.0,124.52,1054,1,124000,12.0,29,135000.0,136751
Sawyer,5,1968,322.0,1,6,TA,1211,CBlock,952.0,1.0,10,12,1274.0,54,0,14.0,124.52,1211,1,134000,12.0,54,135000.0,136751
Sawyer,5,1948,312.0,2,6,TA,1271,CBlock,720.0,2.0,10,12,1032.0,72,108,14.0,124.52,720,2,135000,12.0,72,135000.0,136751
Sawyer,5,1963,440.0,2,6,Gd,1075,CBlock,981.0,2.0,11,12,1421.0,59,64,20.0,124.52,1075,1,148000,12.0,59,135000.0,136751
Sawyer,5,1965,384.0,2,6,TA,1040,CBlock,1040.0,2.0,10,12,1424.0,57,0,14.0,124.52,1040,1,129500,12.0,57,135000.0,136751
Sawyer,6,1978,484.0,2,6,TA,1096,CBlock,1008.0,2.0,11,12,1492.0,44,0,18.0,124.52,1096,1,157500,12.0,44,135000.0,136751
Sawyer,5,1966,408.0,1,6,TA,904,PConc,876.0,1.0,12,12,1284.0,56,0,14.0,124.52,904,1,109900,12.0,56,135000.0,136751
Sawyer,5,1967,294.0,2,6,Gd,992,CBlock,992.0,2.0,12,10,1286.0,17,0,14.0,124.52,992,1,145000,12.0,17,135000.0,136751
Sawyer,5,1967,450.0,2,6,Gd,894,CBlock,894.0,2.0,12,12,1344.0,19,0,14.0,124.52,894,1,130000,12.0,19,135000.0,136751
Sawyer,6,1978,504.0,1,6,TA,1034,CBlock,450.0,1.5,14,12,954.0,44,0,22.0,124.52,1034,1,153000,12.0,44,135000.0,136751
Sawyer,5,1967,270.0,1,6,TA,1073,CBlock,1073.0,1.0,10,12,1343.0,55,0,16.0,124.52,1073,1,120000,12.0,55,135000.0,136751
Sawyer,5,1984,506.0,2,6,TA,1126,PConc,1060.0,2.0,10,12,1566.0,38,0,20.0,124.52,1126,1,152000,12.0,38,135000.0,136751
Sawyer,4,1969,400.0,2,6,TA,1258,CBlock,1198.0,3.0,8,12,1598.0,53,0,20.0,124.52,1258,0,108959,10.0,53,135000.0,136751
Sawyer,5,1920,400.0,2,6,TA,1140,PConc,1300.0,2.0,9,12,1700.0,72,190,12.0,124.52,1140,1,95541,12.0,72,135000.0,136751
Sawyer,5,1959,0.0,1,6,TA,1006,CBlock,1006.0,1.0,8,12,1006.0,63,0,14.0,124.52,1006,1,80000,,63,135000.0,136751
Sawyer,5,1966,271.0,1,6,Gd,1228,CBlock,1228.0,1.5,11,12,1499.0,16,0,14.0,124.52,1228,1,149350,12.0,16,135000.0,136751
Sawyer,5,1963,300.0,2,6,Gd,960,CBlock,960.0,2.0,13,14,1260.0,19,0,14.0,124.52,960,1,144900,12.0,19,135000.0,136751
Sawyer,6,1956,621.0,2,6,TA,1188,CBlock,988.0,2.0,14,12,1609.0,66,231,22.0,124.52,1188,1,185000,12.0,66,135000.0,136751
Sawyer,5,1954,354.0,2,6,TA,1383,PConc,1383.0,2.0,10,12,1737.0,68,0,18.0,124.52,1383,1,165000,12.0,68,135000.0,136751
Sawyer,5,1958,300.0,1,6,TA,1601,CBlock,533.0,1.5,11,14,833.0,35,0,14.0,124.52,1021,1,140000,12.0,35,135000.0,136751
Sawyer,5,1940,240.0,1,6,TA,672,PConc,672.0,1.0,13,12,912.0,25,0,14.0,124.52,672,1,108000,12.0,25,135000.0,136751
Sawyer,5,1941,627.0,2,6,Gd,1350,BrkTil,576.0,2.5,12,12,1203.0,49,0,14.0,124.52,864,1,152400,12.0,49,135000.0,136751
Sawyer,5,1970,912.0,1,6,Gd,904,PConc,864.0,1.0,13,14,1776.0,52,0,20.0,124.52,904,1,144000,12.0,52,135000.0,136751
Sawyer,5,1977,308.0,2,6,TA,894,CBlock,894.0,2.0,10,12,1202.0,45,0,16.0,124.52,894,1,120750,12.0,45,135000.0,136751
Sawyer,5,1963,624.0,2,6,TA,970,CBlock,970.0,2.0,11,12,1594.0,59,192,14.0,124.52,970,1,132500,12.0,59,135000.0,136751
Sawyer,5,1962,576.0,1,6,TA,1057,CBlock,1057.0,1.0,10,12,1633.0,60,0,14.0,124.52,1057,1,132000,12.0,60,135000.0,136751
Sawyer,5,1962,264.0,2,6,Gd,999,CBlock,999.0,2.0,12,14,1263.0,21,0,14.0,124.52,999,1,132500,12.0,21,135000.0,136751
Sawyer,4,1961,544.0,2,6,Fa,1120,CBlock,1040.0,2.5,9,12,1584.0,61,0,14.0,124.52,1120,1,129000,12.0,61,135000.0,136751
Sawyer,5,1962,349.0,1,6,TA,1696,CBlock,1140.0,1.5,10,14,1489.0,60,0,14.0,124.52,1696,1,143900,12.0,60,135000.0,136751
Sawyer,5,1968,686.0,2,6,TA,1040,CBlock,1040.0,2.5,12,12,1726.0,54,0,14.0,124.52,1040,1,145000,12.0,54,135000.0,136751
Sawyer,5,1961,572.0,2,6,TA,988,CBlock,988.0,2.0,10,12,1560.0,61,0,14.0,124.52,988,1,128500,12.0,61,135000.0,136751
Sawyer,5,1967,288.0,1,6,TA,902,CBlock,876.0,1.0,11,12,1164.0,55,0,14.0,124.52,902,1,125500,12.0,55,135000.0,136751
Sawyer,5,1974,431.0,2,6,TA,1037,CBlock,1037.0,2.0,10,12,1468.0,48,0,18.0,124.52,1037,1,129000,12.0,48,135000.0,136751
Sawyer,5,1975,611.0,3,6,TA,1701,CBlock,1390.0,3.0,10,12,2001.0,41,0,22.0,124.52,1701,2,171000,12.0,41,135000.0,136751
Sawyer,6,1973,542.0,2,6,Gd,1055,CBlock,1044.0,2.0,13,12,1586.0,16,0,18.0,124.52,1055,1,147000,12.0,16,135000.0,136751
Sawyer,5,1977,600.0,2,6,TA,2620,CBlock,1361.0,3.0,10,12,1961.0,45,145,16.0,124.52,1361,2,190000,12.0,45,135000.0,136751
Sawyer,7,1937,498.0,2,6,TA,2267,CBlock,1005.0,2.5,15,14,1503.0,42,0,14.0,124.52,1262,1,219000,12.0,42,135000.0,136751
Sawyer,5,1963,308.0,2,6,TA,999,CBlock,925.0,2.0,10,12,1233.0,59,0,20.0,124.52,999,1,130000,12.0,59,135000.0,136751
Sawyer,5,1964,572.0,2,6,TA,1452,CBlock,1420.0,2.0,10,12,1992.0,42,88,20.0,124.52,1452,1,158450,12.0,42,135000.0,136751
Sawyer,4,1964,440.0,2,6,TA,1005,CBlock,1005.0,2.0,7,12,1445.0,58,0,14.0,124.52,1005,1,115400,12.0,58,135000.0,136751
Sawyer,4,1961,261.0,2,6,TA,1029,CBlock,1029.0,2.0,9,10,1290.0,61,39,16.0,124.52,1029,1,118500,12.0,61,135000.0,136751
Sawyer,5,1964,528.0,2,8,TA,1020,CBlock,980.0,2.5,13,16,1508.0,21,0,20.0,124.52,1020,2,165000,12.0,21,135000.0,136751
Sawyer,5,1966,264.0,2,6,TA,1040,CBlock,1040.0,2.0,9,12,1304.0,56,0,18.0,124.52,1040,1,123000,12.0,56,135000.0,136751
Sawyer,6,1966,240.0,2,6,TA,913,CBlock,814.0,2.0,11,12,1054.0,56,252,20.0,124.52,913,1,129000,12.0,56,135000.0,136751
Sawyer,5,1966,384.0,1,6,TA,894,CBlock,894.0,1.0,10,12,1278.0,56,0,14.0,124.52,894,1,125000,12.0,56,135000.0,136751
Sawyer,5,1968,300.0,1,6,TA,948,PConc,948.0,1.0,10,12,1248.0,54,0,14.0,124.52,948,1,108000,12.0,54,135000.0,136751
Sawyer,5,1971,576.0,2,6,TA,868,CBlock,768.0,2.0,11,12,1344.0,32,0,20.0,124.52,868,1,119900,12.0,32,135000.0,136751
Sawyer,5,1968,264.0,1,6,TA,897,CBlock,876.0,1.0,10,12,1140.0,54,0,16.0,124.52,897,1,115000,12.0,54,135000.0,136751
Sawyer,5,1967,528.0,2,6,TA,943,CBlock,943.0,2.0,10,14,1471.0,55,0,14.0,124.52,943,1,134500,12.0,55,135000.0,136751
Sawyer,5,1966,386.0,2,6,TA,955,CBlock,955.0,2.0,12,12,1341.0,56,0,14.0,124.52,955,1,127000,12.0,56,135000.0,136751
Sawyer,5,1968,450.0,1,6,TA,894,CBlock,894.0,1.0,10,12,1344.0,54,0,16.0,124.52,894,1,129000,12.0,54,135000.0,136751
Sawyer,6,1977,528.0,1,6,TA,1285,CBlock,660.0,1.5,11,12,1188.0,45,0,14.0,124.52,1285,1,143500,12.0,45,135000.0,136751
Sawyer,5,1966,315.0,2,6,Gd,912,CBlock,912.0,2.0,12,14,1227.0,56,0,14.0,124.52,912,1,129000,12.0,56,135000.0,136751
Sawyer,5,1956,323.0,2,6,TA,1375,CBlock,1240.0,2.0,10,12,1563.0,24,0,14.0,124.52,1375,1,187000,12.0,24,135000.0,136751
