MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,TotalFullBath,TotalHalfBath,Total Bath,Overall,Exter,Garage,Surface_sup,Renovation,Surface_sup_ext,Bsmt,SalePrice_m2,Saleprice_m2_quartier,Saleprice_med_quartier,Saleprice_mean_quartier
60,RL,,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,8,6,PConc,8.0,6.0,2.0,GLQ,695.0,Unf,0.0,253.0,948.0,GasA,Ex,Y,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Attchd,1994.0,RFn,2.0,463.0,6.0,6.0,Y,0,130,0,0,0,0,0,5,2010,WD ,Normal,205000,3.0,1.0,3.5,12,14,12.0,1411.0,20,0,16.0,97.1563981042654,115.75,180000.0,184070
120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,6,6,CBlock,8.0,6.0,2.0,BLQ,543.0,BLQ,119.0,261.0,923.0,GasA,TA,Y,SBrkr,923,0,0,923,0.0,0.0,2,0,2,1,TA,5,Typ,1,Attchd,1980.0,RFn,1.0,264.0,6.0,6.0,Y,80,0,0,0,0,0,0,5,2010,WD ,Normal,143000,2.0,0.0,2.0,11,12,12.0,1187.0,42,0,16.0,154.92957746478874,115.75,180000.0,184070
60,RL,70.0,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,8,6,PConc,8.0,6.0,2.0,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,Ex,Y,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,1992.0,RFn,2.0,462.0,6.0,6.0,Y,635,104,0,0,0,0,400,5,2010,WD ,Normal,189000,2.0,1.0,2.5,11,14,12.0,1517.0,30,0,16.0,102.4390243902439,115.75,180000.0,184070
120,RL,55.0,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,6,6,CBlock,8.0,6.0,2.0,Unf,0.0,Unf,0.0,918.0,918.0,GasA,TA,Y,SBrkr,918,0,0,918,0.0,0.0,2,0,2,1,TA,5,Typ,1,Attchd,1979.0,Unf,1.0,264.0,6.0,6.0,Y,28,0,0,0,0,0,0,4,2010,WD ,Normal,99500,2.0,0.0,2.0,11,12,12.0,1182.0,43,0,16.0,108.38779956427015,115.75,180000.0,184070
120,RL,50.0,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,6,6,CBlock,8.0,6.0,2.0,ALQ,623.0,LwQ,121.0,0.0,744.0,GasA,TA,Y,SBrkr,752,0,0,752,1.0,0.0,1,0,2,1,TA,4,Typ,0,Attchd,1984.0,Unf,1.0,264.0,6.0,6.0,Y,353,0,0,0,90,0,0,2,2010,WD ,Normal,125000,2.0,0.0,2.0,11,12,12.0,1008.0,38,90,16.0,166.22340425531914,115.75,180000.0,184070
60,RL,,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,8,6,PConc,8.0,6.0,2.0,BLQ,402.0,Unf,0.0,594.0,996.0,GasA,Ex,Y,SBrkr,1014,730,0,1744,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,1993.0,RFn,2.0,457.0,6.0,6.0,Y,370,70,0,238,0,0,0,2,2010,WD ,Normal,194500,2.0,1.0,2.5,14,14,12.0,1453.0,19,0,16.0,111.52522935779817,115.75,180000.0,184070
20,RL,81.0,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,6,6,PConc,8.0,6.0,2.0,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,TA,Y,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,TA,6,Typ,0,Attchd,1986.0,Unf,2.0,480.0,6.0,6.0,Y,0,0,0,0,0,0,0,5,2010,WD ,Normal,152000,2.0,0.0,2.0,11,12,12.0,1520.0,37,0,16.0,138.55970829535096,115.75,180000.0,184070
60,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,6,6,CBlock,8.0,6.0,2.0,Unf,0.0,Unf,0.0,650.0,650.0,GasA,TA,Y,SBrkr,888,676,0,1564,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1980.0,Unf,2.0,476.0,6.0,6.0,Y,0,50,0,0,204,0,0,4,2010,WD ,Normal,171000,2.0,1.0,2.5,12,12,12.0,1126.0,41,204,16.0,109.33503836317135,115.75,180000.0,184070
30,RH,70.0,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,6,4,BrkTil,6.0,6.0,2.0,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,N,FuseA,1012,0,0,1012,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1920.0,Unf,1.0,429.0,6.0,6.0,Y,121,0,80,0,0,0,0,4,2010,WD ,Normal,67500,1.0,0.0,1.0,10,10,12.0,1245.0,72,80,14.0,66.699604743083,115.75,180000.0,184070
60,RL,77.0,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,8,6,CBlock,8.0,6.0,2.0,Unf,0.0,Unf,0.0,741.0,741.0,GasA,TA,Y,SBrkr,977,755,0,1732,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,1985.0,Fin,2.0,476.0,6.0,6.0,Y,192,46,0,0,0,0,0,6,2010,WD ,Normal,178000,2.0,1.0,2.5,11,14,12.0,1217.0,37,0,16.0,102.77136258660508,115.75,180000.0,184070
20,RL,83.0,11980,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,8,6,CBlock,8.0,6.0,8.0,GLQ,1433.0,Unf,0.0,0.0,1433.0,GasA,Ex,Y,SBrkr,1433,0,0,1433,1.0,0.0,1,1,1,1,Gd,4,Typ,2,Attchd,1987.0,RFn,2.0,528.0,8.0,8.0,Y,0,278,0,0,266,0,0,6,2010,WD ,Normal,270000,2.0,1.0,2.5,12,14,16.0,1961.0,35,266,22.0,188.4159106769016,115.75,180000.0,184070
60,RL,87.0,12361,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,8,8,PConc,8.0,6.0,2.0,GLQ,860.0,Unf,0.0,86.0,946.0,GasA,Ex,Y,SBrkr,964,838,0,1802,0.0,1.0,2,1,3,1,Gd,8,Typ,1,2Types,2000.0,RFn,4.0,1017.0,6.0,6.0,Y,450,92,0,0,0,0,0,5,2010,WD ,Normal,218000,2.0,2.0,3.0,13,16,12.0,1963.0,29,0,16.0,120.97669256381798,115.75,180000.0,184070
60,RL,80.0,9938,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,8,6,PConc,8.0,6.0,2.0,GLQ,750.0,Unf,0.0,300.0,1050.0,GasA,Ex,Y,SBrkr,1062,887,0,1949,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,1993.0,Fin,2.0,574.0,6.0,6.0,Y,156,90,0,0,0,0,0,6,2010,WD ,Normal,236000,3.0,1.0,3.5,12,14,12.0,1624.0,28,0,16.0,121.0877373011801,115.75,180000.0,184070
85,RL,73.0,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,6,6,PConc,8.0,6.0,6.0,GLQ,747.0,Unf,0.0,189.0,936.0,GasA,Ex,Y,SBrkr,996,0,0,996,1.0,0.0,1,0,2,1,Gd,5,Typ,0,Attchd,1992.0,Unf,2.0,564.0,6.0,6.0,Y,120,0,0,0,0,0,0,4,2010,WD ,Normal,147000,2.0,0.0,2.0,12,12,12.0,1500.0,30,0,20.0,147.59036144578315,115.75,180000.0,184070
60,RL,90.0,12376,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,6,6,PConc,8.0,6.0,4.0,GLQ,1470.0,Unf,0.0,203.0,1673.0,GasA,Gd,Y,SBrkr,1699,1523,0,3222,1.0,0.0,3,0,5,1,Gd,11,Typ,2,Attchd,1990.0,Unf,3.0,594.0,6.0,6.0,Y,367,0,0,0,0,0,0,5,2010,WD ,Normal,320000,4.0,0.0,4.0,12,12,12.0,2267.0,32,0,18.0,99.31719428926132,115.75,180000.0,184070
50,RL,82.0,14235,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,6,6,PConc,4.0,8.0,2.0,Unf,0.0,Unf,0.0,676.0,676.0,GasA,TA,Y,SBrkr,831,614,0,1445,0.0,0.0,2,0,3,1,TA,6,Typ,0,Detchd,1957.0,Unf,2.0,484.0,6.0,6.0,N,0,59,0,0,0,0,0,3,2010,WD ,Normal,138500,2.0,0.0,2.0,14,12,12.0,1160.0,29,0,14.0,95.8477508650519,115.75,180000.0,184070
20,RL,80.0,9605,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,8,6,PConc,8.0,6.0,2.0,Unf,0.0,Unf,0.0,1218.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,0.0,0.0,1,1,3,1,Gd,6,Typ,0,Detchd,2007.0,RFn,2.0,576.0,6.0,6.0,Y,0,178,0,0,0,0,0,4,2009,WD ,Normal,159000,1.0,1.0,1.5,13,14,12.0,1794.0,15,0,16.0,130.54187192118226,115.75,180000.0,184070
20,RL,63.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,8,6,PConc,8.0,8.0,2.0,GLQ,54.0,Unf,0.0,1087.0,1141.0,GasA,Ex,Y,SBrkr,1141,0,0,1141,1.0,0.0,1,1,3,1,Gd,6,Typ,0,Detchd,2006.0,RFn,2.0,484.0,6.0,6.0,Y,182,0,0,0,0,0,0,6,2009,WD ,Normal,152000,2.0,1.0,2.5,12,14,12.0,1625.0,16,0,18.0,133.21647677475897,115.75,180000.0,184070
20,RL,63.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,6,6,PConc,8.0,6.0,2.0,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,1158,0.0,0.0,1,1,3,1,Gd,5,Typ,0,,,,0.0,0.0,,,Y,0,50,0,0,0,0,0,8,2009,WD ,Normal,143500,1.0,1.0,1.5,11,12,,1158.0,18,0,16.0,123.92055267702936,115.75,180000.0,184070
60,RL,96.0,10628,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,8,6,PConc,8.0,6.0,8.0,Unf,0.0,Unf,0.0,835.0,835.0,GasA,Ex,Y,SBrkr,871,941,0,1812,0.0,0.0,2,1,3,1,Gd,8,Typ,0,BuiltIn,2004.0,RFn,2.0,478.0,6.0,6.0,Y,146,91,0,0,0,0,0,1,2009,WD ,Normal,193000,2.0,1.0,2.5,12,14,12.0,1313.0,18,0,22.0,106.5121412803532,115.75,180000.0,184070
20,RL,76.0,10141,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,8,6,PConc,8.0,6.0,8.0,BLQ,516.0,Rec,774.0,222.0,1512.0,GasA,Ex,Y,SBrkr,1512,0,0,1512,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2004.0,RFn,3.0,845.0,6.0,6.0,Y,210,36,0,0,0,0,0,1,2009,WD ,Normal,203000,2.0,0.0,2.0,13,14,12.0,2357.0,18,0,22.0,134.25925925925927,115.75,180000.0,184070
20,RL,67.0,10083,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,,8,6,PConc,8.0,6.0,2.0,GLQ,833.0,Unf,0.0,343.0,1176.0,GasA,Ex,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,2003.0,RFn,2.0,555.0,6.0,6.0,Y,0,41,0,0,0,0,0,8,2009,WD ,Normal,184900,3.0,0.0,3.0,12,14,12.0,1731.0,19,0,16.0,154.08333333333334,115.75,180000.0,184070
20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,8,6,PConc,8.0,6.0,2.0,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,0.0,0.0,1,1,3,1,Gd,6,Typ,0,Detchd,2005.0,Unf,2.0,576.0,6.0,6.0,Y,248,102,0,0,0,0,0,5,2009,WD ,Normal,159000,1.0,1.0,1.5,12,14,12.0,1690.0,17,0,16.0,142.72890484739676,115.75,180000.0,184070
20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,6,6,PConc,8.0,6.0,2.0,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,0.0,0.0,1,1,3,1,Gd,6,Typ,0,,,,0.0,0.0,,,Y,0,39,0,0,0,0,0,8,2009,WD ,Normal,142000,1.0,1.0,1.5,10,12,,1114.0,18,0,16.0,127.46858168761221,115.75,180000.0,184070
20,RL,60.0,12450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,6,6,PConc,8.0,6.0,2.0,GLQ,836.0,Unf,0.0,278.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Detchd,2004.0,Unf,2.0,576.0,6.0,6.0,Y,0,42,0,0,0,0,0,6,2009,WD ,Normal,153000,3.0,0.0,3.0,10,12,12.0,1690.0,18,0,16.0,137.34290843806104,115.75,180000.0,184070
20,RL,61.0,7328,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,8,6,PConc,8.0,6.0,2.0,Unf,0.0,Unf,0.0,1450.0,1450.0,GasA,Ex,Y,SBrkr,1450,0,0,1450,0.0,0.0,2,0,2,1,Gd,6,Typ,0,Attchd,2008.0,RFn,3.0,788.0,6.0,6.0,Y,0,93,0,0,0,0,0,2,2009,New,Partial,224243,2.0,0.0,2.0,12,14,12.0,2238.0,13,0,16.0,154.6503448275862,115.75,180000.0,184070
60,RL,43.0,11492,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,8,6,PConc,8.0,6.0,2.0,GLQ,637.0,Unf,0.0,276.0,913.0,GasA,Ex,Y,SBrkr,913,1209,0,2122,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Attchd,1997.0,RFn,2.0,559.0,6.0,6.0,Y,0,74,0,0,0,0,0,4,2009,WD ,Normal,220000,3.0,1.0,3.5,12,14,12.0,1472.0,25,0,16.0,103.67577756833177,115.75,180000.0,184070
20,RL,88.0,10994,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,8,6,PConc,8.0,8.0,2.0,GLQ,976.0,Unf,0.0,868.0,1844.0,GasA,Ex,Y,SBrkr,1844,0,0,1844,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2005.0,Fin,2.0,620.0,6.0,6.0,Y,165,44,0,0,0,0,0,9,2009,COD,Abnorml,257000,3.0,0.0,3.0,13,14,12.0,2464.0,16,0,18.0,139.3709327548807,115.75,180000.0,184070
20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,8,6,PConc,8.0,6.0,2.0,GLQ,20.0,Unf,0.0,1434.0,1454.0,GasA,Ex,Y,SBrkr,1434,0,0,1434,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2001.0,RFn,2.0,527.0,6.0,6.0,Y,290,39,0,0,0,0,0,4,2009,WD ,Normal,189000,2.0,0.0,2.0,12,14,12.0,1981.0,21,0,16.0,131.79916317991632,115.75,180000.0,184070
60,RL,70.0,7703,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,8,8,PConc,8.0,8.0,2.0,GLQ,52.0,Rec,364.0,400.0,816.0,GasA,Ex,Y,SBrkr,833,897,0,1730,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,1992.0,RFn,2.0,528.0,6.0,6.0,Y,0,91,0,0,168,0,0,11,2009,WD ,Normal,171500,2.0,1.0,2.5,12,16,12.0,1344.0,30,168,18.0,99.13294797687861,115.75,180000.0,184070
160,RL,75.0,10762,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,6,6,CBlock,8.0,6.0,2.0,Unf,0.0,Unf,0.0,626.0,626.0,GasA,TA,Y,SBrkr,626,591,0,1217,0.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,1980.0,RFn,1.0,288.0,6.0,6.0,Y,0,28,0,0,0,0,0,4,2009,WD ,Normal,120000,1.0,1.0,1.5,12,12,12.0,914.0,42,0,16.0,98.60312243221036,115.75,180000.0,184070
120,RL,50.0,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,8,6,PConc,8.0,6.0,2.0,Unf,0.0,Unf,0.0,1332.0,1332.0,GasA,Gd,Y,SBrkr,1332,0,0,1332,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,1990.0,RFn,2.0,542.0,6.0,6.0,Y,0,60,0,0,0,0,0,2,2009,WD ,Normal,145000,2.0,0.0,2.0,11,14,12.0,1874.0,31,0,16.0,108.85885885885885,115.75,180000.0,184070
60,RL,70.0,9109,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,8,6,PConc,8.0,6.0,2.0,LwQ,36.0,GLQ,596.0,122.0,754.0,GasA,Ex,Y,SBrkr,754,786,0,1540,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,1994.0,RFn,2.0,495.0,6.0,6.0,Y,140,32,0,0,0,0,0,10,2009,WD ,Normal,184000,3.0,1.0,3.5,12,14,12.0,1249.0,28,0,16.0,119.48051948051948,115.75,180000.0,184070
60,RL,,10274,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,141.0,6,8,CBlock,8.0,6.0,2.0,Rec,331.0,Unf,0.0,345.0,676.0,GasA,TA,Y,SBrkr,698,702,0,1400,0.0,0.0,2,1,3,1,TA,6,Typ,0,Attchd,1986.0,RFn,2.0,465.0,6.0,6.0,Y,0,48,0,0,0,0,0,7,2009,WD ,Normal,162000,2.0,1.0,2.5,13,14,12.0,1141.0,36,0,16.0,115.71428571428571,115.75,180000.0,184070
90,RL,75.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,6,7,1981,1981,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,6,6,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,964,918,0,1882,0.0,0.0,2,0,4,2,TA,8,Typ,2,Attchd,1981.0,Unf,2.0,612.0,6.0,6.0,Y,0,0,0,0,0,0,0,5,2009,WD ,Normal,160000,2.0,0.0,2.0,13,12,12.0,612.0,41,0,,85.01594048884166,115.75,180000.0,184070
20,RH,60.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,4,4,CBlock,6.0,4.0,2.0,Unf,0.0,Unf,0.0,721.0,721.0,GasA,Gd,Y,SBrkr,841,0,0,841,0.0,0.0,1,0,2,1,TA,4,Typ,0,CarPort,1950.0,Unf,1.0,294.0,6.0,6.0,N,250,0,24,0,0,0,0,9,2009,WD ,Normal,82000,1.0,0.0,1.0,8,8,12.0,1015.0,72,24,12.0,97.50297265160523,115.75,180000.0,184070
45,RH,60.0,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,6,6,BrkTil,4.0,4.0,2.0,Unf,0.0,Unf,0.0,784.0,784.0,GasA,TA,N,FuseA,784,0,0,784,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1950.0,Unf,2.0,360.0,4.0,4.0,N,0,0,91,0,0,0,0,10,2009,WD ,Normal,76000,1.0,0.0,1.0,9,12,8.0,1144.0,72,91,10.0,96.93877551020408,115.75,180000.0,184070
80,RL,74.0,10778,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,8,6,PConc,8.0,6.0,2.0,GLQ,460.0,ALQ,286.0,308.0,1054.0,GasA,Gd,Y,SBrkr,1061,0,0,1061,1.0,0.0,1,1,1,1,Gd,4,Typ,0,Attchd,1990.0,Unf,2.0,462.0,6.0,6.0,Y,114,36,0,0,0,0,0,7,2009,WD ,Normal,162000,2.0,1.0,2.5,13,14,12.0,1516.0,31,0,16.0,152.6861451460886,115.75,180000.0,184070
80,RL,66.0,19255,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,8,6,CBlock,8.0,6.0,6.0,Rec,70.0,GLQ,450.0,0.0,520.0,GasA,Gd,Y,SBrkr,1338,0,0,1338,0.0,0.0,1,1,2,1,Gd,5,Min2,1,Attchd,1983.0,Unf,2.0,576.0,6.0,6.0,Y,0,0,0,0,0,0,600,9,2009,WD ,Normal,156500,1.0,1.0,1.5,11,14,12.0,1096.0,39,0,20.0,116.96562032884903,115.75,180000.0,184070
50,RL,79.0,12327,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,8,6,CBlock,8.0,6.0,8.0,GLQ,1441.0,Unf,0.0,55.0,1496.0,GasA,Ex,Y,SBrkr,1496,636,0,2132,1.0,0.0,1,1,1,1,Gd,5,Min2,1,BuiltIn,1983.0,Fin,2.0,612.0,8.0,6.0,Y,349,40,0,0,0,0,0,9,2009,WD ,Normal,316600,2.0,1.0,2.5,16,14,14.0,2108.0,13,0,22.0,148.49906191369607,115.75,180000.0,184070
20,RL,90.0,14684,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,8,6,CBlock,8.0,6.0,4.0,ALQ,485.0,BLQ,177.0,1496.0,2158.0,GasA,Gd,Y,SBrkr,2196,0,0,2196,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,1990.0,RFn,3.0,701.0,6.0,6.0,Y,84,70,0,0,0,0,0,6,2009,WD ,Normal,271900,2.0,0.0,2.0,14,14,12.0,2859.0,31,0,18.0,123.81602914389799,115.75,180000.0,184070
60,RL,75.0,9317,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,8,6,PConc,8.0,6.0,2.0,ALQ,513.0,Unf,0.0,227.0,740.0,GasA,Ex,Y,SBrkr,1006,769,0,1775,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,1993.0,Unf,2.0,425.0,6.0,6.0,Y,234,72,192,0,0,0,0,7,2009,WD ,Normal,213000,3.0,1.0,3.5,12,14,12.0,1165.0,29,192,16.0,120.0,115.75,180000.0,184070
